method,profile,accuracy,mean_latency_ms,p95_latency_ms,deadline_miss_rate,mean_upload_kb,mean_energy_j,exit_rate,offload_rate,local_rate,selective_error,action_cloud_raw_rate,action_split_l1_rate,action_split_l2_rate,action_split_l3_rate,action_local_full_rate,dataset,seed,alpha
crc_exit,lte,0.9949166666666667,21.642561006597617,41.8829,0.0035833333333333333,0.007416666666666667,0.010557847333333332,0.9925833333333334,0.007416666666666667,0.0,0.00310637226093527,0.007416666666666667,0.0,0.0,0.0,0.0,mnist,29,0.1
coda_sc,lte,0.9951666666666666,22.683376345464755,60.7726,0.0003333333333333333,0.001,0.011311205083333331,0.9453333333333334,0.001,0.05366666666666667,0.0019393511988716502,0.001,0.0,0.0,0.0,0.05366666666666667,mnist,29,0.1
coda_risk,lte,0.9949166666666667,21.565493978852444,41.8829,0.00025,0.0004166666666666667,0.010767049333333332,0.9925833333333334,0.0004166666666666667,0.007,0.00310637226093527,0.0004166666666666667,0.0,0.0,0.0,0.007,mnist,29,0.1
local_only,congested,0.99625,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,29,0.1
cloud_only,congested,0.99625,134.21329331552369,273.3738544033992,0.8491666666666666,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
static_split,congested,0.99625,134.21329331552369,273.3738544033992,0.8491666666666666,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
oracle_split,congested,0.99625,134.21329331552369,273.3738544033992,0.8491666666666666,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
confidence_exit,congested,0.9866666666666667,19.633750275433005,19.199,0.00025,0.0003333333333333333,0.009794482083333332,0.9996666666666667,0.0003333333333333333,0.0,0.013337779259753251,0.0003333333333333333,0.0,0.0,0.0,0.0,mnist,29,0.1
branchynet,congested,0.978,19.199000000000005,19.199,0.0,0.0,0.0096,1.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,mnist,29,0.1
deadline_greedy,congested,0.99625,134.21329331552369,273.3738544033992,0.8491666666666666,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
aodpart,congested,0.9866666666666667,19.60791889166667,19.199,0.0,0.0,0.009804444083333332,0.9996666666666667,0.0,0.0003333333333333333,0.013337779259753251,0.0,0.0,0.0,0.0,0.0003333333333333333,mnist,29,0.1
conformal_exit,congested,0.9951666666666666,26.616939816541038,64.5499,0.04758333333333333,0.05466666666666667,0.009707323083333332,0.9453333333333334,0.05466666666666667,0.0,0.0019393511988716502,0.05466666666666667,0.0,0.0,0.0,0.0,mnist,29,0.1
crc_exit,congested,0.9949166666666667,22.118481123885992,41.8829,0.006083333333333333,0.007416666666666667,0.010557847333333332,0.9925833333333334,0.007416666666666667,0.0,0.00310637226093527,0.007416666666666667,0.0,0.0,0.0,0.0,mnist,29,0.1
coda_sc,congested,0.9951666666666666,22.68134462500001,60.7726,0.0,0.0,0.011341091083333333,0.9453333333333334,0.0,0.05466666666666667,0.0019393511988716502,0.0,0.0,0.0,0.0,0.05466666666666667,mnist,29,0.1
coda_risk,congested,0.9949166666666667,21.55815566666667,41.8829,0.0,0.0,0.010779501833333332,0.9925833333333334,0.0,0.007416666666666667,0.00310637226093527,0.0,0.0,0.0,0.0,0.007416666666666667,mnist,29,0.1
local_only,mixed,0.99625,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,29,0.1
cloud_only,mixed,0.99625,170.88143948392084,480.14979140145005,0.767,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
static_split,mixed,0.99625,170.88143948392084,480.14979140145005,0.767,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
oracle_split,mixed,0.99625,170.88143948392084,480.14979140145005,0.767,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
confidence_exit,mixed,0.9866666666666667,19.658074180304425,19.199,0.00025,0.0003333333333333333,0.009794482083333332,0.9996666666666667,0.0003333333333333333,0.0,0.013337779259753251,0.0003333333333333333,0.0,0.0,0.0,0.0,mnist,29,0.1
branchynet,mixed,0.978,19.199000000000005,19.199,0.0,0.0,0.0096,1.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,mnist,29,0.1
deadline_greedy,mixed,0.99625,170.88143948392084,480.14979140145005,0.767,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,29,0.1
aodpart,mixed,0.9866666666666667,19.60791889166667,19.199,0.0,0.0,0.009804444083333332,0.9996666666666667,0.0,0.0003333333333333333,0.013337779259753251,0.0,0.0,0.0,0.0,0.0003333333333333333,mnist,29,0.1
conformal_exit,mixed,0.9951666666666666,27.91117236319626,64.5499,0.042083333333333334,0.05466666666666667,0.009707323083333332,0.9453333333333334,0.05466666666666667,0.0,0.0019393511988716502,0.05466666666666667,0.0,0.0,0.0,0.0,mnist,29,0.1
crc_exit,mixed,0.9949166666666667,22.2634035638668,41.8829,0.0055,0.007416666666666667,0.010557847333333332,0.9925833333333334,0.007416666666666667,0.0,0.00310637226093527,0.007416666666666667,0.0,0.0,0.0,0.0,mnist,29,0.1
coda_sc,mixed,0.9951666666666666,22.68134462500001,60.7726,0.0,0.0,0.011341091083333333,0.9453333333333334,0.0,0.05466666666666667,0.0019393511988716502,0.0,0.0,0.0,0.0,0.05466666666666667,mnist,29,0.1
coda_risk,mixed,0.9949166666666667,21.55815566666667,41.8829,0.0,0.0,0.010779501833333332,0.9925833333333334,0.0,0.007416666666666667,0.00310637226093527,0.0,0.0,0.0,0.0,0.007416666666666667,mnist,29,0.1
local_only,wifi,0.9964166666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,42,0.1
cloud_only,wifi,0.9964166666666666,41.00461936542725,79.995130496496,0.08633333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
static_split,wifi,0.9964166666666666,41.00461936542725,79.995130496496,0.08633333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
oracle_split,wifi,0.9964166666666666,41.00461936542725,79.995130496496,0.08633333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
confidence_exit,wifi,0.9865833333333334,19.611705659443388,19.199,0.0,8.333333333333333e-05,0.009805258749999999,0.9999166666666667,8.333333333333333e-05,0.0,0.013334444537044753,8.333333333333333e-05,0.0,0.0,0.0,0.0,mnist,42,0.1
branchynet,wifi,0.9789166666666667,19.200890325000007,19.199,0.0,0.0,0.009600945083333333,1.0,0.0,0.0,0.021083333333333332,0.0,0.0,0.0,0.0,0.0,mnist,42,0.1
deadline_greedy,wifi,0.9964166666666666,41.00461936542725,79.995130496496,0.08633333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
aodpart,wifi,0.9865833333333334,19.611705659443388,19.199,0.0,8.333333333333333e-05,0.009805258749999999,0.9999166666666667,8.333333333333333e-05,0.0,0.013334444537044753,8.333333333333333e-05,0.0,0.0,0.0,0.0,mnist,42,0.1
conformal_exit,wifi,0.99525,21.409727110125743,41.8829,0.004083333333333333,0.04725,0.009755897916666666,0.95275,0.04725,0.0,0.0020991865652059826,0.04725,0.0,0.0,0.0,0.0,mnist,42,0.1
crc_exit,wifi,0.9948333333333333,21.364408388594196,41.8829,0.0005833333333333334,0.006833333333333334,0.010545201416666665,0.9931666666666666,0.006833333333333334,0.0,0.0031045477429098843,0.006833333333333334,0.0,0.0,0.0,0.0,mnist,42,0.1
coda_sc,wifi,0.99525,21.409727110125743,41.8829,0.004083333333333333,0.04725,0.009755897916666666,0.95275,0.04725,0.0,0.0020991865652059826,0.04725,0.0,0.0,0.0,0.0,mnist,42,0.1
coda_risk,wifi,0.9948333333333333,21.364408388594196,41.8829,0.0005833333333333334,0.006833333333333334,0.010545201416666665,0.9931666666666666,0.006833333333333334,0.0,0.0031045477429098843,0.006833333333333334,0.0,0.0,0.0,0.0,mnist,42,0.1
local_only,lte,0.9964166666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,42,0.1
cloud_only,lte,0.9964166666666666,76.75101898104201,134.41056421673298,0.48575,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
static_split,lte,0.9964166666666666,76.75101898104201,134.41056421673298,0.48575,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
oracle_split,lte,0.9964166666666666,76.75101898104201,134.41056421673298,0.48575,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
confidence_exit,lte,0.9865833333333334,19.612929787914183,19.199,0.0,8.333333333333333e-05,0.009805258749999999,0.9999166666666667,8.333333333333333e-05,0.0,0.013334444537044753,8.333333333333333e-05,0.0,0.0,0.0,0.0,mnist,42,0.1
branchynet,lte,0.9789166666666667,19.200890325000007,19.199,0.0,0.0,0.009600945083333333,1.0,0.0,0.0,0.021083333333333332,0.0,0.0,0.0,0.0,0.0,mnist,42,0.1
deadline_greedy,lte,0.9964166666666666,76.75101898104201,134.41056421673298,0.48575,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
aodpart,lte,0.9865833333333334,19.612929787914183,19.199,0.0,8.333333333333333e-05,0.009805258749999999,0.9999166666666667,8.333333333333333e-05,0.0,0.013334444537044753,8.333333333333333e-05,0.0,0.0,0.0,0.0,mnist,42,0.1
conformal_exit,lte,0.99525,23.244797997600962,50.11495776795706,0.0235,0.04725,0.009755897916666666,0.95275,0.04725,0.0,0.0020991865652059826,0.04725,0.0,0.0,0.0,0.0,mnist,42,0.1
crc_exit,lte,0.9948333333333333,21.642903162950503,41.8829,0.0035833333333333333,0.006833333333333334,0.010545201416666665,0.9931666666666666,0.006833333333333334,0.0,0.0031045477429098843,0.006833333333333334,0.0,0.0,0.0,0.0,mnist,42,0.1
coda_sc,lte,0.99525,22.335163975000004,60.7726,0.0,0.0,0.011168011416666665,0.95275,0.0,0.04725,0.0020991865652059826,0.0,0.0,0.0,0.0,0.04725,mnist,42,0.1
coda_risk,lte,0.9948333333333333,21.49799385833334,41.8829,0.0,0.0,0.010749422416666666,0.9931666666666666,0.0,0.006833333333333334,0.0031045477429098843,0.0,0.0,0.0,0.0,0.006833333333333334,mnist,42,0.1
local_only,congested,0.9964166666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,42,0.1
cloud_only,congested,0.9964166666666666,135.90617169464178,278.09436153942954,0.8549166666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
static_split,congested,0.9964166666666666,135.90617169464178,278.09436153942954,0.8549166666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
oracle_split,congested,0.9964166666666666,135.90617169464178,278.09436153942954,0.8549166666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
confidence_exit,congested,0.9865833333333334,19.622198593143505,19.199,8.333333333333333e-05,8.333333333333333e-05,0.009805258749999999,0.9999166666666667,8.333333333333333e-05,0.0,0.013334444537044753,8.333333333333333e-05,0.0,0.0,0.0,0.0,mnist,42,0.1
branchynet,congested,0.9789166666666667,19.200890325000007,19.199,0.0,0.0,0.009600945083333333,1.0,0.0,0.0,0.021083333333333332,0.0,0.0,0.0,0.0,0.0,mnist,42,0.1
deadline_greedy,congested,0.9964166666666666,135.90617169464178,278.09436153942954,0.8549166666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
aodpart,congested,0.9865833333333334,19.61452855833334,19.199,0.0,0.0,0.009807749249999997,0.9999166666666667,0.0,8.333333333333333e-05,0.013334444537044753,0.0,0.0,0.0,0.0,8.333333333333333e-05,mnist,42,0.1
conformal_exit,congested,0.99525,25.73559196953141,64.5499,0.04075,0.04725,0.009755897916666666,0.95275,0.04725,0.0,0.0020991865652059826,0.04725,0.0,0.0,0.0,0.0,mnist,42,0.1
crc_exit,congested,0.9948333333333333,21.983588274129264,41.8829,0.005916666666666666,0.006833333333333334,0.010545201416666665,0.9931666666666666,0.006833333333333334,0.0,0.0031045477429098843,0.006833333333333334,0.0,0.0,0.0,0.0,mnist,42,0.1
coda_sc,congested,0.99525,22.335163975000004,60.7726,0.0,0.0,0.011168011416666665,0.95275,0.0,0.04725,0.0020991865652059826,0.0,0.0,0.0,0.0,0.04725,mnist,42,0.1
coda_risk,congested,0.9948333333333333,21.49799385833334,41.8829,0.0,0.0,0.010749422416666666,0.9931666666666666,0.0,0.006833333333333334,0.0031045477429098843,0.0,0.0,0.0,0.0,0.006833333333333334,mnist,42,0.1
local_only,mixed,0.9964166666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,42,0.1
cloud_only,mixed,0.9964166666666666,193.75897524119975,557.2891056829209,0.7883333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
static_split,mixed,0.9964166666666666,193.75897524119975,557.2891056829209,0.7883333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
oracle_split,mixed,0.9964166666666666,193.75897524119975,557.2891056829209,0.7883333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
confidence_exit,mixed,0.9865833333333334,19.620658247204613,19.199,8.333333333333333e-05,8.333333333333333e-05,0.009805258749999999,0.9999166666666667,8.333333333333333e-05,0.0,0.013334444537044753,8.333333333333333e-05,0.0,0.0,0.0,0.0,mnist,42,0.1
branchynet,mixed,0.9789166666666667,19.200890325000007,19.199,0.0,0.0,0.009600945083333333,1.0,0.0,0.0,0.021083333333333332,0.0,0.0,0.0,0.0,0.0,mnist,42,0.1
deadline_greedy,mixed,0.9964166666666666,193.75897524119975,557.2891056829209,0.7883333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,42,0.1
aodpart,mixed,0.9865833333333334,19.61452855833334,19.199,0.0,0.0,0.009807749249999997,0.9999166666666667,0.0,8.333333333333333e-05,0.013334444537044753,0.0,0.0,0.0,0.0,8.333333333333333e-05,mnist,42,0.1
conformal_exit,mixed,0.99525,28.08742667855049,62.72768379939921,0.03625,0.04725,0.009755897916666666,0.95275,0.04725,0.0,0.0020991865652059826,0.04725,0.0,0.0,0.0,0.0,mnist,42,0.1
crc_exit,mixed,0.9948333333333333,22.2848671236717,41.8829,0.00525,0.006833333333333334,0.010545201416666665,0.9931666666666666,0.006833333333333334,0.0,0.0031045477429098843,0.006833333333333334,0.0,0.0,0.0,0.0,mnist,42,0.1
coda_sc,mixed,0.99525,22.335163975000004,60.7726,0.0,0.0,0.011168011416666665,0.95275,0.0,0.04725,0.0020991865652059826,0.0,0.0,0.0,0.0,0.04725,mnist,42,0.1
coda_risk,mixed,0.9948333333333333,21.49799385833334,41.8829,0.0,0.0,0.010749422416666666,0.9931666666666666,0.0,0.006833333333333334,0.0031045477429098843,0.0,0.0,0.0,0.0,0.006833333333333334,mnist,42,0.1
local_only,wifi,0.9961666666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,101,0.1
cloud_only,wifi,0.9961666666666666,40.95202647870368,79.13592971520679,0.08183333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
static_split,wifi,0.9961666666666666,40.95202647870368,79.13592971520679,0.08183333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
oracle_split,wifi,0.9961666666666666,40.95202647870368,79.13592971520679,0.08183333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
confidence_exit,wifi,0.9863333333333333,19.600372440767934,19.199,8.333333333333333e-05,0.0005833333333333334,0.009787483999999999,0.9994166666666666,0.0005833333333333334,0.0,0.013507879596431252,0.0005833333333333334,0.0,0.0,0.0,0.0,mnist,101,0.1
branchynet,wifi,0.9788333333333333,19.199000000000005,19.199,0.0,0.0,0.0096,1.0,0.0,0.0,0.021166666666666667,0.0,0.0,0.0,0.0,0.0,mnist,101,0.1
deadline_greedy,wifi,0.9961666666666666,40.95202647870368,79.13592971520679,0.08183333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
aodpart,wifi,0.9863333333333333,19.600372440767934,19.199,8.333333333333333e-05,0.0005833333333333334,0.009787483999999999,0.9994166666666666,0.0005833333333333334,0.0,0.013507879596431252,0.0005833333333333334,0.0,0.0,0.0,0.0,mnist,101,0.1
conformal_exit,wifi,0.99525,21.36995888498959,41.8829,0.004,0.04875,0.009712959083333332,0.95125,0.04875,0.0,0.0019272886552781428,0.04875,0.0,0.0,0.0,0.0,mnist,101,0.1
crc_exit,wifi,0.9949166666666667,21.381918265937244,41.8829,0.0008333333333333334,0.008583333333333333,0.010524555666666666,0.9914166666666666,0.008583333333333333,0.0,0.002689753719425065,0.008583333333333333,0.0,0.0,0.0,0.0,mnist,101,0.1
coda_sc,wifi,0.99525,21.36995888498959,41.8829,0.004,0.04875,0.009712959083333332,0.95125,0.04875,0.0,0.0019272886552781428,0.04875,0.0,0.0,0.0,0.0,mnist,101,0.1
coda_risk,wifi,0.9949166666666667,21.381918265937244,41.8829,0.0008333333333333334,0.008583333333333333,0.010524555666666666,0.9914166666666666,0.008583333333333333,0.0,0.002689753719425065,0.008583333333333333,0.0,0.0,0.0,0.0,mnist,101,0.1
local_only,lte,0.9961666666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,101,0.1
cloud_only,lte,0.9961666666666666,77.04219136290202,133.57660931187692,0.49225,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
static_split,lte,0.9961666666666666,77.04219136290202,133.57660931187692,0.49225,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
oracle_split,lte,0.9961666666666666,77.04219136290202,133.57660931187692,0.49225,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
confidence_exit,lte,0.9863333333333333,19.61042601677066,19.199,0.00016666666666666666,0.0005833333333333334,0.009787483999999999,0.9994166666666666,0.0005833333333333334,0.0,0.013507879596431252,0.0005833333333333334,0.0,0.0,0.0,0.0,mnist,101,0.1
branchynet,lte,0.9788333333333333,19.199000000000005,19.199,0.0,0.0,0.0096,1.0,0.0,0.0,0.021166666666666667,0.0,0.0,0.0,0.0,0.0,mnist,101,0.1
deadline_greedy,lte,0.9961666666666666,77.04219136290202,133.57660931187692,0.49225,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
aodpart,lte,0.9863333333333333,19.61042601677066,19.199,0.00016666666666666666,0.0005833333333333334,0.009787483999999999,0.9994166666666666,0.0005833333333333334,0.0,0.013507879596431252,0.0005833333333333334,0.0,0.0,0.0,0.0,mnist,101,0.1
conformal_exit,lte,0.99525,23.08198854389654,49.76290744566143,0.02325,0.04875,0.009712959083333332,0.95125,0.04875,0.0,0.0019272886552781428,0.04875,0.0,0.0,0.0,0.0,mnist,101,0.1
crc_exit,lte,0.9949166666666667,21.65967996906815,41.8829,0.00375,0.008583333333333333,0.010524555666666666,0.9914166666666666,0.008583333333333333,0.0,0.002689753719425065,0.008583333333333333,0.0,0.0,0.0,0.0,mnist,101,0.1
coda_sc,lte,0.99525,22.338945425000002,60.7726,0.0,0.0,0.011169901583333332,0.95125,0.0,0.04875,0.0019272886552781428,0.0,0.0,0.0,0.0,0.04875,mnist,101,0.1
coda_risk,lte,0.9949166666666667,21.561307300000006,41.8829,0.0,0.0,0.010781077166666665,0.9914166666666666,0.0,0.008583333333333333,0.002689753719425065,0.0,0.0,0.0,0.0,0.008583333333333333,mnist,101,0.1
local_only,congested,0.9961666666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,101,0.1
cloud_only,congested,0.9961666666666666,135.66282726411433,272.5534431907192,0.84975,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
static_split,congested,0.9961666666666666,135.66282726411433,272.5534431907192,0.84975,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
oracle_split,congested,0.9961666666666666,135.66282726411433,272.5534431907192,0.84975,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
confidence_exit,congested,0.9863333333333333,19.62929923858198,19.199,0.00025,0.0005833333333333334,0.009787483999999999,0.9994166666666666,0.0005833333333333334,0.0,0.013507879596431252,0.0005833333333333334,0.0,0.0,0.0,0.0,mnist,101,0.1
branchynet,congested,0.9788333333333333,19.199000000000005,19.199,0.0,0.0,0.0096,1.0,0.0,0.0,0.021166666666666667,0.0,0.0,0.0,0.0,0.0,mnist,101,0.1
deadline_greedy,congested,0.9961666666666666,135.66282726411433,272.5534431907192,0.84975,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
aodpart,congested,0.9863333333333333,19.608866300000006,19.199,0.0,0.0,0.009804917499999998,0.9994166666666666,0.0,0.0005833333333333334,0.013507879596431252,0.0,0.0,0.0,0.0,0.0005833333333333334,mnist,101,0.1
conformal_exit,congested,0.99525,26.072345890699257,64.5499,0.042083333333333334,0.04875,0.009712959083333332,0.95125,0.04875,0.0,0.0019272886552781428,0.04875,0.0,0.0,0.0,0.0,mnist,101,0.1
crc_exit,congested,0.9949166666666667,22.121274675532902,41.8829,0.00725,0.008583333333333333,0.010524555666666666,0.9914166666666666,0.008583333333333333,0.0,0.002689753719425065,0.008583333333333333,0.0,0.0,0.0,0.0,mnist,101,0.1
coda_sc,congested,0.99525,22.338945425000002,60.7726,0.0,0.0,0.011169901583333332,0.95125,0.0,0.04875,0.0019272886552781428,0.0,0.0,0.0,0.0,0.04875,mnist,101,0.1
coda_risk,congested,0.9949166666666667,21.561307300000006,41.8829,0.0,0.0,0.010781077166666665,0.9914166666666666,0.0,0.008583333333333333,0.002689753719425065,0.0,0.0,0.0,0.0,0.008583333333333333,mnist,101,0.1
local_only,mixed,0.9961666666666666,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,mnist,101,0.1
cloud_only,mixed,0.9961666666666666,177.17123578993417,497.0253719381096,0.77,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
static_split,mixed,0.9961666666666666,177.17123578993417,497.0253719381096,0.77,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
oracle_split,mixed,0.9961666666666666,177.17123578993417,497.0253719381096,0.77,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
confidence_exit,mixed,0.9863333333333333,19.704277384396793,19.199,0.0005,0.0005833333333333334,0.009787483999999999,0.9994166666666666,0.0005833333333333334,0.0,0.013507879596431252,0.0005833333333333334,0.0,0.0,0.0,0.0,mnist,101,0.1
branchynet,mixed,0.9788333333333333,19.199000000000005,19.199,0.0,0.0,0.0096,1.0,0.0,0.0,0.021166666666666667,0.0,0.0,0.0,0.0,0.0,mnist,101,0.1
deadline_greedy,mixed,0.9961666666666666,177.17123578993417,497.0253719381096,0.77,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mnist,101,0.1
aodpart,mixed,0.9863333333333333,19.608866300000006,19.199,0.0,0.0,0.009804917499999998,0.9994166666666666,0.0,0.0005833333333333334,0.013507879596431252,0.0,0.0,0.0,0.0,0.0005833333333333334,mnist,101,0.1
conformal_exit,mixed,0.99525,28.33505367684401,63.943976071485686,0.03858333333333333,0.04875,0.009712959083333332,0.95125,0.04875,0.0,0.0019272886552781428,0.04875,0.0,0.0,0.0,0.0,mnist,101,0.1
crc_exit,mixed,0.9949166666666667,22.536967100626896,41.8829,0.007,0.008583333333333333,0.010524555666666666,0.9914166666666666,0.008583333333333333,0.0,0.002689753719425065,0.008583333333333333,0.0,0.0,0.0,0.0,mnist,101,0.1
coda_sc,mixed,0.99525,22.338945425000002,60.7726,0.0,0.0,0.011169901583333332,0.95125,0.0,0.04875,0.0019272886552781428,0.0,0.0,0.0,0.0,0.04875,mnist,101,0.1
coda_risk,mixed,0.9949166666666667,21.561307300000006,41.8829,0.0,0.0,0.010781077166666665,0.9914166666666666,0.0,0.008583333333333333,0.002689753719425065,0.0,0.0,0.0,0.0,0.008583333333333333,mnist,101,0.1
local_only,wifi,0.9403333333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,7,0.1
cloud_only,wifi,0.9403333333333334,41.01793093497927,79.22040036630474,0.06216666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
static_split,wifi,0.9403333333333334,41.01793093497927,79.22040036630474,0.06216666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
oracle_split,wifi,0.9403333333333334,41.01793093497927,79.22040036630474,0.06216666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
confidence_exit,wifi,0.9236666666666666,22.30614054836101,41.8829,0.00025,0.00425,0.011074302499999997,0.99575,0.00425,0.0,0.07373001924847268,0.00425,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
