method,profile,accuracy,mean_latency_ms,p95_latency_ms,deadline_miss_rate,mean_upload_kb,mean_energy_j,exit_rate,offload_rate,local_rate,selective_error,action_cloud_raw_rate,action_split_l1_rate,action_split_l2_rate,action_split_l3_rate,action_local_full_rate,dataset,seed,alpha
branchynet,wifi,0.9216666666666666,22.86583345542368,41.8829,0.0006666666666666666,0.008,0.011275467083333332,0.992,0.008,0.0,0.07434475806451613,0.008,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
deadline_greedy,wifi,0.9403333333333334,41.01793093497927,79.22040036630474,0.06216666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
aodpart,wifi,0.9236666666666666,22.30614054836101,41.8829,0.00025,0.00425,0.011074302499999997,0.99575,0.00425,0.0,0.07373001924847268,0.00425,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
conformal_exit,wifi,0.9068333333333334,20.14305078314519,19.199,0.0005,0.0065,0.009939645416666665,0.9935,0.0065,0.0,0.09109209864116759,0.0065,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
crc_exit,wifi,0.93875,27.297318456634578,64.5499,0.0031666666666666666,0.058916666666666666,0.012458228999999998,0.9410833333333334,0.058916666666666666,0.0,0.03825378553085983,0.058916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
coda_sc,wifi,0.9068333333333334,20.14305078314519,19.199,0.0005,0.0065,0.009939645416666665,0.9935,0.0065,0.0,0.09109209864116759,0.0065,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
coda_risk,wifi,0.93875,27.814519123268713,64.5499,0.0015833333333333333,0.030833333333333334,0.013297527500000001,0.9410833333333334,0.030833333333333334,0.02808333333333333,0.03825378553085983,0.030833333333333334,0.0,0.0,0.0,0.02808333333333333,fashion_mnist,7,0.1
local_only,lte,0.9403333333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,7,0.1
cloud_only,lte,0.9403333333333334,77.00536891677088,134.66813107250866,0.4155,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
static_split,lte,0.9403333333333334,77.00536891677088,134.66813107250866,0.4155,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
oracle_split,lte,0.9403333333333334,77.00536891677088,134.66813107250866,0.4155,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
confidence_exit,lte,0.9236666666666666,22.483112338313223,41.8829,0.002,0.00425,0.011074302499999997,0.99575,0.00425,0.0,0.07373001924847268,0.00425,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
branchynet,lte,0.9216666666666666,23.179381196359376,41.8829,0.0035,0.008,0.011275467083333332,0.992,0.008,0.0,0.07434475806451613,0.008,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
deadline_greedy,lte,0.9403333333333334,77.00536891677088,134.66813107250866,0.4155,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
aodpart,lte,0.9236666666666666,22.413144087795455,41.8829,0.00025,0.0004166666666666667,0.011188865499999999,0.99575,0.0004166666666666667,0.003833333333333333,0.07373001924847268,0.0004166666666666667,0.0,0.0,0.0,0.003833333333333333,fashion_mnist,7,0.1
conformal_exit,lte,0.9068333333333334,20.390860787556978,19.199,0.0026666666666666666,0.0065,0.009939645416666665,0.9935,0.0065,0.0,0.09109209864116759,0.0065,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
crc_exit,lte,0.93875,29.443944633566705,64.5499,0.024,0.058916666666666666,0.012458228999999998,0.9410833333333334,0.058916666666666666,0.0,0.03825378553085983,0.058916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
coda_sc,lte,0.9068333333333334,20.266873725000007,19.199,0.0,0.0,0.010133904416666664,0.9935,0.0,0.0065,0.09109209864116759,0.0,0.0,0.0,0.0,0.0065,fashion_mnist,7,0.1
coda_risk,lte,0.93875,28.43753526666667,64.5499,0.0,0.0,0.014219012500000001,0.9410833333333334,0.0,0.058916666666666666,0.03825378553085983,0.0,0.0,0.0,0.0,0.058916666666666666,fashion_mnist,7,0.1
local_only,congested,0.9403333333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,7,0.1
cloud_only,congested,0.9403333333333334,135.7657179739661,277.23124016942825,0.8153333333333334,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
static_split,congested,0.9403333333333334,135.7657179739661,277.23124016942825,0.8153333333333334,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
oracle_split,congested,0.9403333333333334,135.7657179739661,277.23124016942825,0.8153333333333334,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
confidence_exit,congested,0.9236666666666666,22.706945045483746,41.8829,0.0033333333333333335,0.00425,0.011074302499999997,0.99575,0.00425,0.0,0.07373001924847268,0.00425,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
branchynet,congested,0.9216666666666666,23.57609318295438,41.8829,0.006,0.008,0.011275467083333332,0.992,0.008,0.0,0.07434475806451613,0.008,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
deadline_greedy,congested,0.9403333333333334,135.7657179739661,277.23124016942825,0.8153333333333334,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
aodpart,congested,0.9236666666666666,22.401854483333338,41.8829,0.0,0.0,0.011201317999999998,0.99575,0.0,0.00425,0.07373001924847268,0.0,0.0,0.0,0.0,0.00425,fashion_mnist,7,0.1
conformal_exit,congested,0.9068333333333334,20.7773777996884,19.199,0.005416666666666667,0.0065,0.009939645416666665,0.9935,0.0065,0.0,0.09109209864116759,0.0065,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
crc_exit,congested,0.93875,32.66395899400342,70.05140628671204,0.04716666666666667,0.058916666666666666,0.012458228999999998,0.9410833333333334,0.058916666666666666,0.0,0.03825378553085983,0.058916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
coda_sc,congested,0.9068333333333334,20.266873725000007,19.199,0.0,0.0,0.010133904416666664,0.9935,0.0,0.0065,0.09109209864116759,0.0,0.0,0.0,0.0,0.0065,fashion_mnist,7,0.1
coda_risk,congested,0.93875,28.43753526666667,64.5499,0.0,0.0,0.014219012500000001,0.9410833333333334,0.0,0.058916666666666666,0.03825378553085983,0.0,0.0,0.0,0.0,0.058916666666666666,fashion_mnist,7,0.1
local_only,mixed,0.9403333333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,7,0.1
cloud_only,mixed,0.9403333333333334,186.13250339398033,538.8877293936438,0.7388333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
static_split,mixed,0.9403333333333334,186.13250339398033,538.8877293936438,0.7388333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
oracle_split,mixed,0.9403333333333334,186.13250339398033,538.8877293936438,0.7388333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
confidence_exit,mixed,0.9236666666666666,22.953078836855052,41.8829,0.003416666666666667,0.00425,0.011074302499999997,0.99575,0.00425,0.0,0.07373001924847268,0.00425,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
branchynet,mixed,0.9216666666666666,24.0379775345349,41.8829,0.005833333333333334,0.008,0.011275467083333332,0.992,0.008,0.0,0.07434475806451613,0.008,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
deadline_greedy,mixed,0.9403333333333334,186.13250339398033,538.8877293936438,0.7388333333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
aodpart,mixed,0.9236666666666666,22.401854483333338,41.8829,0.0,0.0,0.011201317999999998,0.99575,0.0,0.00425,0.07373001924847268,0.0,0.0,0.0,0.0,0.00425,fashion_mnist,7,0.1
conformal_exit,mixed,0.9068333333333334,20.981254392463434,19.199,0.004916666666666666,0.0065,0.009939645416666665,0.9935,0.0065,0.0,0.09109209864116759,0.0065,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
crc_exit,mixed,0.93875,35.398350677172274,64.5499,0.043,0.058916666666666666,0.012458228999999998,0.9410833333333334,0.058916666666666666,0.0,0.03825378553085983,0.058916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,7,0.1
coda_sc,mixed,0.9068333333333334,20.266873725000007,19.199,0.0,0.0,0.010133904416666664,0.9935,0.0,0.0065,0.09109209864116759,0.0,0.0,0.0,0.0,0.0065,fashion_mnist,7,0.1
coda_risk,mixed,0.93875,28.43753526666667,64.5499,0.0,0.0,0.014219012500000001,0.9410833333333334,0.0,0.058916666666666666,0.03825378553085983,0.0,0.0,0.0,0.0,0.058916666666666666,fashion_mnist,7,0.1
local_only,wifi,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1
cloud_only,wifi,0.9415833333333333,41.2116619513467,80.8185355442617,0.0675,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
static_split,wifi,0.9415833333333333,41.2116619513467,80.8185355442617,0.0675,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
oracle_split,wifi,0.9415833333333333,41.2116619513467,80.8185355442617,0.0675,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
confidence_exit,wifi,0.92725,22.382113478977306,41.8829,0.00025,0.0026666666666666666,0.011139780916666666,0.9973333333333333,0.0026666666666666666,0.0,0.07102272727272728,0.0026666666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
branchynet,wifi,0.9256666666666666,23.12960017790134,41.8829,0.0,0.0005,0.011556373083333332,0.9995,0.0005,0.0,0.07395364348841087,0.0005,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
deadline_greedy,wifi,0.9415833333333333,41.2116619513467,80.8185355442617,0.0675,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
aodpart,wifi,0.92725,22.382113478977306,41.8829,0.00025,0.0026666666666666666,0.011139780916666666,0.9973333333333333,0.0026666666666666666,0.0,0.07102272727272728,0.0026666666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
conformal_exit,wifi,0.9085,20.203020428989497,19.199,0.0005833333333333334,0.0095,0.00991518475,0.9905,0.0095,0.0,0.08775029446407538,0.0095,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
crc_exit,wifi,0.9395,27.415100855844337,64.5499,0.004,0.059166666666666666,0.0125079505,0.9408333333333333,0.059166666666666666,0.0,0.03578387953941541,0.059166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
coda_sc,wifi,0.9085,20.203020428989497,19.199,0.0005833333333333334,0.0095,0.00991518475,0.9905,0.0095,0.0,0.08775029446407538,0.0095,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
coda_risk,wifi,0.9395,27.415100855844337,64.5499,0.004,0.059166666666666666,0.0125079505,0.9408333333333333,0.059166666666666666,0.0,0.03578387953941541,0.059166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
local_only,lte,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1
cloud_only,lte,0.9415833333333333,77.76689124775723,136.22313214392898,0.4196666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
static_split,lte,0.9415833333333333,77.76689124775723,136.22313214392898,0.4196666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
oracle_split,lte,0.9415833333333333,77.76689124775723,136.22313214392898,0.4196666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
confidence_exit,lte,0.92725,22.464003015836575,41.8829,0.0010833333333333333,0.0026666666666666666,0.011139780916666666,0.9973333333333333,0.0026666666666666666,0.0,0.07102272727272728,0.0026666666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
branchynet,lte,0.9256666666666666,23.14558615482351,41.8829,0.00016666666666666666,0.0005,0.011556373083333332,0.9995,0.0005,0.0,0.07395364348841087,0.0005,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
deadline_greedy,lte,0.9415833333333333,77.76689124775723,136.22313214392898,0.4196666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
aodpart,lte,0.92725,22.454009621070085,41.8829,0.0005833333333333334,0.00125,0.011182119416666665,0.9973333333333333,0.00125,0.0014166666666666668,0.07102272727272728,0.00125,0.0,0.0,0.0,0.0014166666666666668,fashion_mnist,13,0.1
conformal_exit,lte,0.9085,20.639028158819798,19.199,0.004416666666666667,0.0095,0.00991518475,0.9905,0.0095,0.0,0.08775029446407538,0.0095,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
crc_exit,lte,0.9395,29.656495313323056,64.5499,0.026166666666666668,0.059166666666666666,0.0125079505,0.9408333333333333,0.059166666666666666,0.0,0.03578387953941541,0.059166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
coda_sc,lte,0.9085,20.39727535833334,19.199,0.0,0.0,0.010199101749999998,0.9905,0.0,0.0095,0.08775029446407538,0.0,0.0,0.0,0.0,0.0095,fashion_mnist,13,0.1
coda_risk,lte,0.9395,28.55193738333334,64.5499,0.0,0.0,0.014276205499999998,0.9408333333333333,0.0,0.059166666666666666,0.03578387953941541,0.0,0.0,0.0,0.0,0.059166666666666666,fashion_mnist,13,0.1
local_only,congested,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1
cloud_only,congested,0.9415833333333333,134.78027515579564,273.88525218079803,0.8161666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
static_split,congested,0.9415833333333333,134.78027515579564,273.88525218079803,0.8161666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
oracle_split,congested,0.9415833333333333,134.78027515579564,273.88525218079803,0.8161666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
confidence_exit,congested,0.92725,22.62237806427056,41.8829,0.00225,0.0026666666666666666,0.011139780916666666,0.9973333333333333,0.0026666666666666666,0.0,0.07102272727272728,0.0026666666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
branchynet,congested,0.9256666666666666,23.165815717572453,41.8829,0.0005,0.0005,0.011556373083333332,0.9995,0.0005,0.0,0.07395364348841087,0.0005,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
deadline_greedy,congested,0.9415833333333333,134.78027515579564,273.88525218079803,0.8161666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
aodpart,congested,0.92725,22.438193075000008,41.8829,0.0,0.0,0.011219476916666665,0.9973333333333333,0.0,0.0026666666666666666,0.07102272727272728,0.0,0.0,0.0,0.0,0.0026666666666666666,fashion_mnist,13,0.1
conformal_exit,congested,0.9085,21.0011194879315,19.199,0.007166666666666667,0.0095,0.00991518475,0.9905,0.0095,0.0,0.08775029446407538,0.0095,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
crc_exit,congested,0.9395,32.94258799193275,71.08568398685719,0.04841666666666666,0.059166666666666666,0.0125079505,0.9408333333333333,0.059166666666666666,0.0,0.03578387953941541,0.059166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
coda_sc,congested,0.9085,20.39727535833334,19.199,0.0,0.0,0.010199101749999998,0.9905,0.0,0.0095,0.08775029446407538,0.0,0.0,0.0,0.0,0.0095,fashion_mnist,13,0.1
coda_risk,congested,0.9395,28.55193738333334,64.5499,0.0,0.0,0.014276205499999998,0.9408333333333333,0.0,0.059166666666666666,0.03578387953941541,0.0,0.0,0.0,0.0,0.059166666666666666,fashion_mnist,13,0.1
local_only,mixed,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1
cloud_only,mixed,0.9415833333333333,176.77646366682904,510.8922896907916,0.724,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
static_split,mixed,0.9415833333333333,176.77646366682904,510.8922896907916,0.724,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
oracle_split,mixed,0.9415833333333333,176.77646366682904,510.8922896907916,0.724,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
confidence_exit,mixed,0.92725,22.635577960989576,41.8829,0.00175,0.0026666666666666666,0.011139780916666666,0.9973333333333333,0.0026666666666666666,0.0,0.07102272727272728,0.0026666666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
branchynet,mixed,0.9256666666666666,23.28151914354714,41.8829,0.0004166666666666667,0.0005,0.011556373083333332,0.9995,0.0005,0.0,0.07395364348841087,0.0005,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
deadline_greedy,mixed,0.9415833333333333,176.77646366682904,510.8922896907916,0.724,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
aodpart,mixed,0.92725,22.497985317144988,41.8829,0.0003333333333333333,0.0005833333333333334,0.011202043416666667,0.9973333333333333,0.0005833333333333334,0.0020833333333333333,0.07102272727272728,0.0005833333333333334,0.0,0.0,0.0,0.0020833333333333333,fashion_mnist,13,0.1
conformal_exit,mixed,0.9085,21.416179415620675,19.199,0.006416666666666667,0.0095,0.00991518475,0.9905,0.0095,0.0,0.08775029446407538,0.0095,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
crc_exit,mixed,0.9395,36.3354565476199,64.5499,0.043,0.059166666666666666,0.0125079505,0.9408333333333333,0.059166666666666666,0.0,0.03578387953941541,0.059166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1
coda_sc,mixed,0.9085,20.39727535833334,19.199,0.0,0.0,0.010199101749999998,0.9905,0.0,0.0095,0.08775029446407538,0.0,0.0,0.0,0.0,0.0095,fashion_mnist,13,0.1
coda_risk,mixed,0.9395,28.55193738333334,64.5499,0.0,0.0,0.014276205499999998,0.9408333333333333,0.0,0.059166666666666666,0.03578387953941541,0.0,0.0,0.0,0.0,0.059166666666666666,fashion_mnist,13,0.1
local_only,wifi,0.9428333333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1
cloud_only,wifi,0.9428333333333333,40.51783279543728,77.99524822919182,0.058166666666666665,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
static_split,wifi,0.9428333333333333,40.51783279543728,77.99524822919182,0.058166666666666665,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
oracle_split,wifi,0.9428333333333333,40.51783279543728,77.99524822919182,0.058166666666666665,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
confidence_exit,wifi,0.9254166666666667,22.460458892295595,41.8829,0.0,0.0019166666666666666,0.011197607749999998,0.9980833333333333,0.0019166666666666666,0.0,0.07364114552893045,0.0019166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
branchynet,wifi,0.9246666666666666,23.08753456500442,41.8829,0.00016666666666666666,0.004916666666666666,0.011448143,0.9950833333333333,0.004916666666666666,0.0,0.07336069005945901,0.004916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
deadline_greedy,wifi,0.9428333333333333,40.51783279543728,77.99524822919182,0.058166666666666665,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
aodpart,wifi,0.9254166666666667,22.460458892295595,41.8829,0.0,0.0019166666666666666,0.011197607749999998,0.9980833333333333,0.0019166666666666666,0.0,0.07364114552893045,0.0019166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
conformal_exit,wifi,0.9098333333333334,20.188354102193028,19.199,0.0004166666666666667,0.010583333333333333,0.009889260583333332,0.9894166666666667,0.010583333333333333,0.0,0.08683567758780426,0.010583333333333333,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
crc_exit,wifi,0.9398333333333333,26.84942708806379,64.5499,0.0031666666666666666,0.060333333333333336,0.012268651083333333,0.9396666666666667,0.060333333333333336,0.0,0.037335934728627174,0.060333333333333336,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
coda_sc,wifi,0.9098333333333334,20.188354102193028,19.199,0.0004166666666666667,0.010583333333333333,0.009889260583333332,0.9894166666666667,0.010583333333333333,0.0,0.08683567758780426,0.010583333333333333,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
coda_risk,wifi,0.9398333333333333,26.84942708806379,64.5499,0.0031666666666666666,0.060333333333333336,0.012268651083333333,0.9396666666666667,0.060333333333333336,0.0,0.037335934728627174,0.060333333333333336,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
local_only,lte,0.9428333333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1
cloud_only,lte,0.9428333333333333,76.69102316044058,132.36916877800806,0.4205833333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
static_split,lte,0.9428333333333333,76.69102316044058,132.36916877800806,0.4205833333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
oracle_split,lte,0.9428333333333333,76.69102316044058,132.36916877800806,0.4205833333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
confidence_exit,lte,0.9254166666666667,22.561559103881716,41.8829,0.0009166666666666666,0.0019166666666666666,0.011197607749999998,0.9980833333333333,0.0019166666666666666,0.0,0.07364114552893045,0.0019166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
branchynet,lte,0.9246666666666666,23.25122997056849,41.8829,0.0016666666666666668,0.004916666666666666,0.011448143,0.9950833333333333,0.004916666666666666,0.0,0.07336069005945901,0.004916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
deadline_greedy,lte,0.9428333333333333,76.69102316044058,132.36916877800806,0.4205833333333333,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
aodpart,lte,0.9254166666666667,22.518097033524818,41.8829,8.333333333333333e-05,8.333333333333333e-05,0.011252398749999998,0.9980833333333333,8.333333333333333e-05,0.0018333333333333333,0.07364114552893045,8.333333333333333e-05,0.0,0.0,0.0,0.0018333333333333333,fashion_mnist,29,0.1
conformal_exit,lte,0.9098333333333334,20.550561820247804,19.199,0.004333333333333333,0.010583333333333333,0.009889260583333332,0.9894166666666667,0.010583333333333333,0.0,0.08683567758780426,0.010583333333333333,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
crc_exit,lte,0.9398333333333333,29.208334372957932,64.5499,0.025833333333333333,0.060333333333333336,0.012268651083333333,0.9396666666666667,0.060333333333333336,0.0,0.037335934728627174,0.060333333333333336,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
coda_sc,lte,0.9098333333333334,20.41017930833334,19.199,0.0,0.0,0.010205554083333332,0.9894166666666667,0.0,0.010583333333333333,0.08683567758780426,0.0,0.0,0.0,0.0,0.010583333333333333,fashion_mnist,29,0.1
coda_risk,lte,0.9398333333333333,28.143047458333342,60.7726,0.0,0.0,0.01407177308333333,0.9396666666666667,0.0,0.060333333333333336,0.037335934728627174,0.0,0.0,0.0,0.0,0.060333333333333336,fashion_mnist,29,0.1
local_only,congested,0.9428333333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1
cloud_only,congested,0.9428333333333333,135.2027379272806,274.9433981703253,0.8191666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
static_split,congested,0.9428333333333333,135.2027379272806,274.9433981703253,0.8191666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
oracle_split,congested,0.9428333333333333,135.2027379272806,274.9433981703253,0.8191666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
confidence_exit,congested,0.9254166666666667,22.62142808265171,41.8829,0.0016666666666666668,0.0019166666666666666,0.011197607749999998,0.9980833333333333,0.0019166666666666666,0.0,0.07364114552893045,0.0019166666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
branchynet,congested,0.9246666666666666,23.519124171284062,41.8829,0.003916666666666666,0.004916666666666666,0.011448143,0.9950833333333333,0.004916666666666666,0.0,0.07336069005945901,0.004916666666666666,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
deadline_greedy,congested,0.9428333333333333,135.2027379272806,274.9433981703253,0.8191666666666667,1.0,0.0005000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1
aodpart,congested,0.9254166666666667,22.509011558333345,41.8829,0.0,0.0,0.011254889249999999,0.9980833333333333,0.0,0.0019166666666666666,0.07364114552893045,0.0,0.0,0.0,0.0,0.0019166666666666666,fashion_mnist,29,0.1
