method,profile,accuracy,mean_latency_ms,p95_latency_ms,deadline_miss_rate,mean_upload_kb,mean_energy_j,exit_rate,offload_rate,local_rate,selective_error,action_cloud_raw_rate,action_split_l1_rate,action_split_l2_rate,action_split_l3_rate,action_local_full_rate,dataset,seed,alpha,bottleneck_channels,bottleneck_epochs,raw_input_scale
coda_controller,mixed,0.9403333333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,7,0.1,8,8,128.0
cloud_only,wifi,0.9415833333333333,69.19614547468147,111.16866022564884,0.31116666666666665,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
deadline_greedy,wifi,0.916,56.88351221530997,96.44525144551217,0.1525,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
oracle_split,wifi,0.91625,56.828455884542656,96.41180455025014,0.152,6.3155,0.010625894750000002,0.0,1.0,0.0,0.0,0.03425,0.96575,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_split_controller,wifi,0.916,56.88351221530997,96.44525144551217,0.1525,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_controller,wifi,0.9415833333333333,60.77064112839737,60.7726,0.00025,0.0031666666666666666,0.030351716083333338,0.0,0.0015833333333333333,0.9984166666666666,0.0,0.0,0.0015833333333333333,0.0,0.0,0.9984166666666666,fashion_mnist,13,0.1,8,8,128.0
cloud_only,lte,0.9415833333333333,172.77472880717886,282.1447619616283,0.9951666666666666,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
deadline_greedy,lte,0.916,93.96648445688653,152.3778129841021,0.6834166666666667,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
oracle_split,lte,0.916,93.96607925849986,152.3778129841021,0.6834166666666667,2.0105,0.008737605583333335,0.0,1.0,0.0,0.0,8.333333333333333e-05,0.9999166666666667,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_split_controller,lte,0.916,93.96648445688653,152.3778129841021,0.6834166666666667,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_controller,lte,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1,8,8,128.0
cloud_only,congested,0.9415833333333333,423.4074936163205,853.0794840306887,0.9999166666666667,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
deadline_greedy,congested,0.916,152.5044304192643,291.92839369763675,0.92875,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
oracle_split,congested,0.916,152.5016974956017,291.92839369763675,0.92875,1.999125,0.008739172250000003,0.0,1.0,0.0,0.0,0.0,0.9994166666666666,0.0005833333333333334,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_split_controller,congested,0.916,152.5044304192643,291.92839369763675,0.92875,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_controller,congested,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1,8,8,128.0
cloud_only,mixed,0.9415833333333333,354.3120565143119,1046.5524156243148,0.9725833333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
deadline_greedy,mixed,0.916,193.62588172074624,529.5753424004807,0.8374166666666667,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
oracle_split,mixed,0.9165833333333333,193.53564296366523,529.5753424004807,0.837,4.546875,0.009884781500000002,0.0,1.0,0.0,0.0,0.02025,0.9766666666666667,0.0030833333333333333,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_split_controller,mixed,0.916,193.62588172074624,529.5753424004807,0.8374166666666667,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,8,8,128.0
coda_controller,mixed,0.9415833333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1,8,8,128.0
cloud_only,wifi,0.9428333333333333,68.60857673601257,109.5897214826017,0.30133333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
deadline_greedy,wifi,0.8366666666666667,56.19051975559929,93.6267495500348,0.14391666666666666,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
oracle_split,wifi,0.8396666666666667,56.13194002790926,93.6229568902865,0.14341666666666666,6.3785,0.010653528250000004,0.0,1.0,0.0,0.0,0.03475,0.96525,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_split_controller,wifi,0.8366666666666667,56.19051975559929,93.6267495500348,0.14391666666666666,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_controller,wifi,0.9425,60.75500358614799,60.7726,0.00075,0.008666666666666666,0.03029217033333334,0.0,0.004333333333333333,0.9956666666666667,0.0,0.0,0.004333333333333333,0.0,0.0,0.9956666666666667,fashion_mnist,29,0.1,8,8,128.0
cloud_only,lte,0.9428333333333333,171.11566551793084,279.09330667426013,0.9949166666666667,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
deadline_greedy,lte,0.8366666666666667,92.88602428136572,148.49234046071555,0.6728333333333333,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
oracle_split,lte,0.8366666666666667,92.88590083835471,148.49234046071555,0.6728333333333333,2.021,0.00874221116666667,0.0,1.0,0.0,0.0,0.00016666666666666666,0.9998333333333334,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_split_controller,lte,0.8366666666666667,92.88602428136572,148.49234046071555,0.6728333333333333,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_controller,lte,0.9428333333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1,8,8,128.0
cloud_only,congested,0.9428333333333333,422.1231713733977,857.7590006098909,0.9999166666666667,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
deadline_greedy,congested,0.8366666666666667,152.91345393866735,292.51172485551405,0.92975,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
oracle_split,congested,0.83675,152.91149928716575,292.51172485551405,0.92975,1.9995,0.008736527000000003,0.0,1.0,0.0,0.0,0.0,0.9996666666666667,0.0003333333333333333,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_split_controller,congested,0.8366666666666667,152.91345393866735,292.51172485551405,0.92975,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_controller,congested,0.9428333333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1,8,8,128.0
cloud_only,mixed,0.9428333333333333,355.6395439100552,1046.9744550614464,0.97025,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
deadline_greedy,mixed,0.8366666666666667,192.8763993019183,519.1040739114004,0.8415833333333333,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
oracle_split,mixed,0.8399166666666666,192.75586160621407,519.1040739114004,0.84075,5.1125,0.010143182250000002,0.0,1.0,0.0,0.0,0.02475,0.97125,0.004,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_split_controller,mixed,0.8366666666666667,192.8763993019183,519.1040739114004,0.8415833333333333,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,8,8,128.0
coda_controller,mixed,0.9428333333333333,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1,8,8,128.0
cloud_only,wifi,0.9414166666666667,68.94675155067145,109.58330551934264,0.3095,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
deadline_greedy,wifi,0.9228333333333333,56.59574962010396,94.89427508855383,0.14558333333333334,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
oracle_split,wifi,0.9239166666666667,56.54507089055785,94.88818816754649,0.1455,6.284,0.010612078000000002,0.0,1.0,0.0,0.0,0.034,0.966,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_split_controller,wifi,0.9228333333333333,56.59574962010396,94.89427508855383,0.14558333333333334,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_controller,wifi,0.9414166666666667,60.76840115034436,60.7726,0.0003333333333333333,0.0033333333333333335,0.03034991166666667,0.0,0.0016666666666666668,0.9983333333333333,0.0,0.0,0.0016666666666666668,0.0,0.0,0.9983333333333333,fashion_mnist,42,0.1,8,8,128.0
cloud_only,lte,0.9414166666666667,171.21945741376553,281.3894350142657,0.9943333333333333,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
deadline_greedy,lte,0.9228333333333333,92.85744314757746,151.39150134851408,0.676,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
oracle_split,lte,0.9229166666666667,92.85684182267168,151.39150134851408,0.676,2.0315,0.008746816750000002,0.0,1.0,0.0,0.0,0.00025,0.99975,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_split_controller,lte,0.9228333333333333,92.85744314757746,151.39150134851408,0.676,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_controller,lte,0.9414166666666667,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,42,0.1,8,8,128.0
cloud_only,congested,0.9414166666666667,425.58927290171033,865.1007580128246,0.9998333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
deadline_greedy,congested,0.9228333333333333,153.32199358034188,292.3592060428081,0.9256666666666666,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
oracle_split,congested,0.92275,153.31948210922025,292.3592060428081,0.9256666666666666,1.999,0.008740054000000002,0.0,1.0,0.0,0.0,0.0,0.9993333333333333,0.0006666666666666666,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_split_controller,congested,0.9228333333333333,153.32199358034188,292.3592060428081,0.9256666666666666,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_controller,congested,0.9414166666666667,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,42,0.1,8,8,128.0
cloud_only,mixed,0.9414166666666667,358.06267148833024,1017.8513378076414,0.971,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
deadline_greedy,mixed,0.9228333333333333,194.9592922116967,519.5600378923622,0.8466666666666667,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
oracle_split,mixed,0.9228333333333333,194.8570656687843,519.0562088011619,0.8456666666666667,4.74625,0.009973169333333335,0.0,1.0,0.0,0.0,0.021833333333333333,0.975,0.0031666666666666666,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_split_controller,mixed,0.9228333333333333,194.9592922116967,519.5600378923622,0.8466666666666667,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,8,8,128.0
coda_controller,mixed,0.9414166666666667,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,42,0.1,8,8,128.0
cloud_only,wifi,0.9420833333333334,69.50924274165827,110.61500170980119,0.3209166666666667,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
deadline_greedy,wifi,0.9184166666666667,56.99648940093441,95.74931146919522,0.15275,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
oracle_split,wifi,0.9195833333333333,56.94029468747339,95.67297212548117,0.15208333333333332,6.2105,0.010579838916666669,0.0,1.0,0.0,0.0,0.033416666666666664,0.9665833333333333,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_split_controller,wifi,0.9184166666666667,56.99648940093441,95.74931146919522,0.15275,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_controller,wifi,0.9421666666666667,60.769436884786884,60.7726,0.00025,0.0026666666666666666,0.030357129333333337,0.0,0.0013333333333333333,0.9986666666666667,0.0,0.0,0.0013333333333333333,0.0,0.0,0.9986666666666667,fashion_mnist,101,0.1,8,8,128.0
cloud_only,lte,0.9420833333333334,172.3127223873856,283.31761248041107,0.9951666666666666,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
deadline_greedy,lte,0.9184166666666667,93.9563844448724,153.33340239156607,0.6793333333333333,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
oracle_split,lte,0.9184166666666667,93.95616721931216,153.33340239156607,0.6793333333333333,2.021,0.008742211166666668,0.0,1.0,0.0,0.0,0.00016666666666666666,0.9998333333333334,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_split_controller,lte,0.9184166666666667,93.9563844448724,153.33340239156607,0.6793333333333333,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_controller,lte,0.9420833333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,101,0.1,8,8,128.0
cloud_only,congested,0.9420833333333334,418.51927234344083,844.9340613243292,1.0,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
deadline_greedy,congested,0.9184166666666667,153.41527508664632,297.94216036278505,0.92675,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
oracle_split,congested,0.9183333333333333,153.41374699732924,297.94216036278505,0.92675,1.999,0.008740054000000002,0.0,1.0,0.0,0.0,0.0,0.9993333333333333,0.0006666666666666666,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_split_controller,congested,0.9184166666666667,153.41527508664632,297.94216036278505,0.92675,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_controller,congested,0.9420833333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,101,0.1,8,8,128.0
cloud_only,mixed,0.9420833333333334,355.16164558195294,1037.5103673005126,0.97125,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
deadline_greedy,mixed,0.9184166666666667,194.46031428727903,524.3642530942517,0.841,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
oracle_split,mixed,0.9193333333333333,194.3565431014307,524.3642530942517,0.8396666666666667,4.820375,0.01000099966666667,0.0,1.0,0.0,0.0,0.022416666666666668,0.9748333333333333,0.00275,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_split_controller,mixed,0.9184166666666667,194.46031428727903,524.3642530942517,0.841,2.0,0.008733000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,8,8,128.0
coda_controller,mixed,0.9420833333333334,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,101,0.1,8,8,128.0
cloud_only,wifi,0.87875,125.16790215985012,186.1064058353388,0.97225,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
deadline_greedy,wifi,0.5291666666666667,56.952496184663005,95.52311176645004,0.15258333333333332,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
oracle_split,wifi,0.5291666666666667,56.952496184663005,95.52311176645004,0.15258333333333332,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_split_controller,wifi,0.5291666666666667,56.952496184663005,95.52311176645004,0.15258333333333332,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_controller,wifi,0.87775,61.236534117267,61.2444,0.0005833333333333334,0.006166666666666667,0.03055523658333333,0.0,0.0030833333333333333,0.9969166666666667,0.0,0.0,0.0030833333333333333,0.0,0.0,0.9969166666666667,cifar10,7,0.1,8,8,128.0
cloud_only,lte,0.87875,361.18953553681945,621.6471761214112,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
deadline_greedy,lte,0.5291666666666667,93.33612081449272,150.31289526366066,0.6786666666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
oracle_split,lte,0.5291666666666667,93.33612081449272,150.31289526366066,0.6786666666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_split_controller,lte,0.5291666666666667,93.33612081449272,150.31289526366066,0.6786666666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_controller,lte,0.87875,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,7,0.1,8,8,128.0
cloud_only,congested,0.87875,994.6771321080188,2168.2148083547827,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
deadline_greedy,congested,0.5291666666666667,154.60990429037432,300.3172307122665,0.9305833333333333,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
oracle_split,congested,0.5293333333333333,154.60704475546504,300.3172307122665,0.9305833333333333,1.999125,0.008975172250000002,0.0,1.0,0.0,0.0,0.0,0.9994166666666666,0.0005833333333333334,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_split_controller,congested,0.5291666666666667,154.60990429037432,300.3172307122665,0.9305833333333333,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_controller,congested,0.87875,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,7,0.1,8,8,128.0
cloud_only,mixed,0.87875,685.9967158944867,2102.9219179517363,0.9974166666666666,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
deadline_greedy,mixed,0.5291666666666667,187.328416493515,512.0280123907258,0.8419166666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
oracle_split,mixed,0.5299166666666667,187.31542583340115,512.0280123907258,0.8419166666666666,2.091625,0.009042092000000003,0.0,1.0,0.0,0.0,0.00025,0.9971666666666666,0.0025833333333333333,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_split_controller,mixed,0.5291666666666667,187.328416493515,512.0280123907258,0.8419166666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,8,8,128.0
coda_controller,mixed,0.87875,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,7,0.1,8,8,128.0
cloud_only,wifi,0.8820833333333333,125.54254035782976,185.70682406678074,0.97325,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
deadline_greedy,wifi,0.5440833333333334,57.09695568846379,96.73783774619888,0.14758333333333334,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
oracle_split,wifi,0.5440833333333334,57.09695568846379,96.73783774619888,0.14758333333333334,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_split_controller,wifi,0.5440833333333334,57.09695568846379,96.73783774619888,0.14758333333333334,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_controller,wifi,0.8809166666666667,61.22705232026332,61.2444,0.0005,0.008166666666666666,0.03053358358333333,0.0,0.004083333333333333,0.9959166666666667,0.0,0.0,0.004083333333333333,0.0,0.0,0.9959166666666667,cifar10,13,0.1,8,8,128.0
cloud_only,lte,0.8820833333333333,363.0080546370123,630.2227757995546,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
deadline_greedy,lte,0.5440833333333334,93.49200078499592,148.7019732821011,0.6816666666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
oracle_split,lte,0.5440833333333334,93.49200078499592,148.7019732821011,0.6816666666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_split_controller,lte,0.5440833333333334,93.49200078499592,148.7019732821011,0.6816666666666666,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_controller,lte,0.8820833333333333,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,13,0.1,8,8,128.0
cloud_only,congested,0.8820833333333333,988.0023193676238,2135.2227651413277,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
deadline_greedy,congested,0.5440833333333334,153.3836143790819,293.32468857433486,0.9294166666666667,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
oracle_split,congested,0.5441666666666667,153.3825937346794,293.1821066794191,0.9294166666666667,1.999625,0.008971645250000004,0.0,1.0,0.0,0.0,0.0,0.99975,0.00025,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_split_controller,congested,0.5440833333333334,153.3836143790819,293.32468857433486,0.9294166666666667,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_controller,congested,0.8820833333333333,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,13,0.1,8,8,128.0
cloud_only,mixed,0.8820833333333333,696.2268290524746,2065.0619615040005,0.99775,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
deadline_greedy,mixed,0.5440833333333334,194.28737559423246,517.0017657227147,0.8463333333333334,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
oracle_split,mixed,0.54475,194.2741144746008,517.0017657227147,0.8463333333333334,2.1561666666666666,0.00906642491666667,0.0,1.0,0.0,0.0,0.0004166666666666667,0.9975833333333334,0.002,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_split_controller,mixed,0.5440833333333334,194.28737559423246,517.0017657227147,0.8463333333333334,2.0,0.008969000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,8,8,128.0
coda_controller,mixed,0.8820833333333333,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,13,0.1,8,8,128.0
cloud_only,wifi,0.8810833333333333,125.5469083766262,185.58407212997867,0.9751666666666666,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,29,0.1,8,8,128.0
