method,profile,accuracy,mean_latency_ms,p95_latency_ms,deadline_miss_rate,mean_upload_kb,mean_energy_j,exit_rate,offload_rate,local_rate,selective_error,action_cloud_raw_rate,action_split_l1_rate,action_split_l2_rate,action_split_l3_rate,action_local_full_rate,dataset,seed,alpha,raw_input_scale,payload_scale
deadline_greedy,wifi,0.942,56.96201005109762,96.84082333882401,0.15416666666666667,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
oracle_split,wifi,0.942,56.905446051762155,96.81763198410142,0.154,6.536,0.010697547999999998,0.0,1.0,0.0,0.0,0.036,0.964,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_split_controller,wifi,0.942,56.96201005109762,96.84082333882401,0.15416666666666667,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_controller,wifi,0.942,60.76851505679476,60.7726,0.0005,0.006333333333333333,0.030317349833333337,0.0,0.0031666666666666666,0.9968333333333333,0.0,0.0,0.0031666666666666666,0.0,0.0,0.9968333333333333,fashion_mnist,13,0.1,128.0,0.125
cloud_only,lte,0.942,174.22187103587774,287.3118379175035,0.995,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
deadline_greedy,lte,0.942,94.52303594763464,155.45229144677788,0.6805,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
oracle_split,lte,0.942,94.5222343508613,155.45229144677788,0.6805,2.021,0.008716215499999997,0.0,1.0,0.0,0.0,0.00016666666666666666,0.9998333333333334,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_split_controller,lte,0.942,94.52303594763464,155.45229144677788,0.6805,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_controller,lte,0.942,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1,128.0,0.125
cloud_only,congested,0.942,421.35120828026146,860.6270842929209,1.0,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
deadline_greedy,congested,0.942,152.5457091400353,292.503195060412,0.923,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
oracle_split,congested,0.942,152.5457091400353,292.503195060412,0.923,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_split_controller,congested,0.942,152.5457091400353,292.503195060412,0.923,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_controller,congested,0.942,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1,128.0,0.125
cloud_only,mixed,0.942,368.0027549951136,1077.4015594978953,0.9721666666666666,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
deadline_greedy,mixed,0.942,201.27170840698503,560.3401147811368,0.84,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
oracle_split,mixed,0.942,201.20041654415087,560.3401147811368,0.8396666666666667,4.457,0.009785213499999997,0.0,1.0,0.0,0.0,0.0195,0.9805,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_split_controller,mixed,0.942,201.27170840698503,560.3401147811368,0.84,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,13,0.1,128.0,0.125
coda_controller,mixed,0.942,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,13,0.1,128.0,0.125
cloud_only,wifi,0.9465,68.4273170196318,109.3102178488445,0.29983333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
deadline_greedy,wifi,0.9465,55.954490568012694,93.53489607677648,0.14266666666666666,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
oracle_split,wifi,0.9465,55.90218908168628,93.53386232351122,0.1425,5.864,0.010402651999999997,0.0,1.0,0.0,0.0,0.030666666666666665,0.9693333333333334,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_split_controller,wifi,0.9465,55.954490568012694,93.53489607677648,0.14266666666666666,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_controller,wifi,0.9465,60.73694957229596,60.7726,0.0015,0.017333333333333333,0.030198115333333338,0.0,0.008666666666666666,0.9913333333333333,0.0,0.0,0.008666666666666666,0.0,0.0,0.9913333333333333,fashion_mnist,29,0.1,128.0,0.125
cloud_only,lte,0.9465,170.36402806665149,279.9517512862725,0.9946666666666667,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
deadline_greedy,lte,0.9465,92.6227918834443,147.4401672133423,0.6735,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
oracle_split,lte,0.9465,92.62257103870235,147.4401672133423,0.6735,2.021,0.008716215499999997,0.0,1.0,0.0,0.0,0.00016666666666666666,0.9998333333333334,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_split_controller,lte,0.9465,92.6227918834443,147.4401672133423,0.6735,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_controller,lte,0.9465,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1,128.0,0.125
cloud_only,congested,0.9465,420.54069150319,859.6880293158582,0.9998333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
deadline_greedy,congested,0.9465,152.40023452282662,290.8373984347263,0.9306666666666666,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
oracle_split,congested,0.9465,152.40003368344787,290.8373984347263,0.9306666666666666,1.9998333333333334,0.00870880733333333,0.0,1.0,0.0,0.0,0.0,0.9998333333333334,0.00016666666666666666,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_split_controller,congested,0.9465,152.40023452282662,290.8373984347263,0.9306666666666666,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_controller,congested,0.9465,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1,128.0,0.125
cloud_only,mixed,0.9465,381.2934128920944,1106.6860223307788,0.9748333333333333,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
deadline_greedy,mixed,0.9465,204.44751317836534,544.225562709119,0.8595,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
oracle_split,mixed,0.9465,204.36107446530633,544.225562709119,0.859,4.791833333333333,0.00994531283333333,0.0,1.0,0.0,0.0,0.022166666666666668,0.9766666666666667,0.0011666666666666668,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_split_controller,mixed,0.9465,204.44751317836534,544.225562709119,0.8595,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,29,0.1,128.0,0.125
coda_controller,mixed,0.9465,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,29,0.1,128.0,0.125
cloud_only,wifi,0.9405,68.78050080985945,109.03592755059805,0.309,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
deadline_greedy,wifi,0.9405,56.35547006962776,94.1727016682551,0.14066666666666666,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
oracle_split,wifi,0.9405,56.313416680352745,94.1727016682551,0.14066666666666666,5.717,0.010338143499999996,0.0,1.0,0.0,0.0,0.0295,0.9705,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_split_controller,wifi,0.9405,56.35547006962776,94.1727016682551,0.14066666666666666,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_controller,wifi,0.9405,60.7640263006887,60.7726,0.0006666666666666666,0.006666666666666667,0.03031373666666667,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.0,0.0033333333333333335,0.0,0.0,0.9966666666666667,fashion_mnist,42,0.1,128.0,0.125
cloud_only,lte,0.9405,170.66820492804172,281.53169558307167,0.9948333333333333,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
deadline_greedy,lte,0.9405,92.98808442708473,151.99746505977583,0.6713333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
oracle_split,lte,0.9405,92.9873571417149,151.99746505977583,0.6713333333333333,2.042,0.008725430999999997,0.0,1.0,0.0,0.0,0.0003333333333333333,0.9996666666666667,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_split_controller,lte,0.9405,92.98808442708473,151.99746505977583,0.6713333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_controller,lte,0.9405,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,42,0.1,128.0,0.125
cloud_only,congested,0.9405,425.2162095005773,875.1847972354025,0.9998333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
deadline_greedy,congested,0.9405,153.45716427157808,290.82398874580167,0.9268333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
oracle_split,congested,0.9405,153.45716427157808,290.82398874580167,0.9268333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_split_controller,congested,0.9405,153.45716427157808,290.82398874580167,0.9268333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_controller,congested,0.9405,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,42,0.1,128.0,0.125
cloud_only,mixed,0.9405,361.04574202159785,1032.2831924164989,0.9693333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
deadline_greedy,mixed,0.9405,194.2878551130603,517.7275467191392,0.8438333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
oracle_split,mixed,0.9405,194.2095741167874,517.7275467191392,0.8428333333333333,4.666,0.009888212499999997,0.0,1.0,0.0,0.0,0.021166666666666667,0.9778333333333333,0.001,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_split_controller,mixed,0.9405,194.2878551130603,517.7275467191392,0.8438333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,42,0.1,128.0,0.125
coda_controller,mixed,0.9405,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,42,0.1,128.0,0.125
cloud_only,wifi,0.9416666666666667,69.80870092438983,111.46259695912798,0.3255,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
deadline_greedy,wifi,0.9416666666666667,57.24333887362272,96.65083914427609,0.158,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
oracle_split,wifi,0.9416666666666667,57.189459060012865,96.65083914427609,0.15766666666666668,6.074,0.010494806999999997,0.0,1.0,0.0,0.0,0.03233333333333333,0.9676666666666667,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_split_controller,wifi,0.9416666666666667,57.24333887362272,96.65083914427609,0.158,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_controller,wifi,0.9416666666666667,60.76613296957376,60.7726,0.0005,0.005333333333333333,0.030328189333333342,0.0,0.0026666666666666666,0.9973333333333333,0.0,0.0,0.0026666666666666666,0.0,0.0,0.9973333333333333,fashion_mnist,101,0.1,128.0,0.125
cloud_only,lte,0.9416666666666667,172.62134790981852,285.38197227732866,0.9955,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
deadline_greedy,lte,0.9416666666666667,94.18327552529043,155.37148865881045,0.6803333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
oracle_split,lte,0.9416666666666667,94.18285359669673,155.37148865881045,0.6803333333333333,2.021,0.008716215499999997,0.0,1.0,0.0,0.0,0.00016666666666666666,0.9998333333333334,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_split_controller,lte,0.9416666666666667,94.18327552529043,155.37148865881045,0.6803333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_controller,lte,0.9416666666666667,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,101,0.1,128.0,0.125
cloud_only,congested,0.9416666666666667,419.3958049431283,856.8501035100502,1.0,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
deadline_greedy,congested,0.9416666666666667,155.17594837915175,302.36246665556223,0.9261666666666667,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
oracle_split,congested,0.9416666666666667,155.17594837915175,302.36246665556223,0.9261666666666667,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_split_controller,congested,0.9416666666666667,155.17594837915175,302.36246665556223,0.9261666666666667,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_controller,congested,0.9416666666666667,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,101,0.1,128.0,0.125
cloud_only,mixed,0.9416666666666667,360.7171650951584,1068.372539852895,0.9703333333333334,128.0,0.06400000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
deadline_greedy,mixed,0.9416666666666667,196.72386913465667,532.5861043622178,0.8418333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
oracle_split,mixed,0.9416666666666667,196.63627576423087,532.5861043622178,0.8403333333333334,4.750166666666667,0.009923267166666664,0.0,1.0,0.0,0.0,0.021833333333333333,0.9773333333333334,0.0008333333333333334,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_split_controller,mixed,0.9416666666666667,196.72386913465667,532.5861043622178,0.8418333333333333,2.0,0.008706999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fashion_mnist,101,0.1,128.0,0.125
coda_controller,mixed,0.9416666666666667,60.772600000000004,60.7726,0.0,0.0,0.030386000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fashion_mnist,101,0.1,128.0,0.125
cloud_only,wifi,0.884,125.43258830475818,187.53234022955607,0.9721666666666666,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
deadline_greedy,wifi,0.884,57.119631576471825,95.94173381396587,0.153,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
oracle_split,wifi,0.884,57.119631576471825,95.94173381396587,0.153,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_split_controller,wifi,0.884,57.119631576471825,95.94173381396587,0.153,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_controller,wifi,0.884,61.228342017867334,61.2444,0.0011666666666666668,0.012333333333333333,0.03048831283333333,0.0,0.006166666666666667,0.9938333333333333,0.0,0.0,0.006166666666666667,0.0,0.0,0.9938333333333333,cifar10,7,0.1,128.0,0.125
cloud_only,lte,0.884,361.94162004401517,623.6860091169467,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
deadline_greedy,lte,0.884,93.02757615532443,147.615928792826,0.676,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
oracle_split,lte,0.884,93.02757615532443,147.615928792826,0.676,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_split_controller,lte,0.884,93.02757615532443,147.615928792826,0.676,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_controller,lte,0.884,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,7,0.1,128.0,0.125
cloud_only,congested,0.884,996.201632991569,2165.5022672919013,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
deadline_greedy,congested,0.884,153.1771606655182,300.2939121375878,0.9328333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
oracle_split,congested,0.884,153.1771606655182,300.2939121375878,0.9328333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_split_controller,congested,0.884,153.1771606655182,300.2939121375878,0.9328333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_controller,congested,0.884,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,7,0.1,128.0,0.125
cloud_only,mixed,0.884,661.7528264297836,1976.5850803329267,0.9981666666666666,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
deadline_greedy,mixed,0.884,183.08007250239925,491.9682451971903,0.8433333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
oracle_split,mixed,0.884,183.07932049469926,491.9682451971903,0.8433333333333334,2.127,0.009007633666666667,0.0,1.0,0.0,0.0,0.0003333333333333333,0.9993333333333333,0.0003333333333333333,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_split_controller,mixed,0.884,183.08007250239925,491.9682451971903,0.8433333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,7,0.1,128.0,0.125
coda_controller,mixed,0.884,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,7,0.1,128.0,0.125
cloud_only,wifi,0.8795,125.71990668707356,186.09331191172382,0.9741666666666666,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
deadline_greedy,wifi,0.8795,57.0247755115944,96.98509231865913,0.14833333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
oracle_split,wifi,0.8795,57.0247755115944,96.98509231865913,0.14833333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_split_controller,wifi,0.8795,57.0247755115944,96.98509231865913,0.14833333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_controller,wifi,0.8795,61.20927262385997,61.2444,0.001,0.01633333333333333,0.030444954833333326,0.0,0.008166666666666666,0.9918333333333333,0.0,0.0,0.008166666666666666,0.0,0.0,0.9918333333333333,cifar10,13,0.1,128.0,0.125
cloud_only,lte,0.8795,362.56712526029946,625.173856281863,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
deadline_greedy,lte,0.8795,93.61830613889914,148.64907328210126,0.6768333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
oracle_split,lte,0.8795,93.61830613889914,148.64907328210126,0.6768333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_split_controller,lte,0.8795,93.61830613889914,148.64907328210126,0.6768333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_controller,lte,0.8795,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,13,0.1,128.0,0.125
cloud_only,congested,0.8795,987.3030878611854,2151.920367703844,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
deadline_greedy,congested,0.8795,153.2308685615597,292.1067687568567,0.9278333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
oracle_split,congested,0.8795,153.2308685615597,292.1067687568567,0.9278333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_split_controller,congested,0.8795,153.2308685615597,292.1067687568567,0.9278333333333333,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_controller,congested,0.8795,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,13,0.1,128.0,0.125
cloud_only,mixed,0.8795,683.6838416307269,2010.2214558869498,0.9978333333333333,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
deadline_greedy,mixed,0.8795,191.43936640220852,507.0570658542272,0.8443333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
oracle_split,mixed,0.8795,191.43900712481224,507.0570658542272,0.8443333333333334,2.0633333333333335,0.008977124166666668,0.0,1.0,0.0,0.0,0.00016666666666666666,0.9995,0.0003333333333333333,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_split_controller,mixed,0.8795,191.43936640220852,507.0570658542272,0.8443333333333334,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,13,0.1,128.0,0.125
coda_controller,mixed,0.8795,61.244400000000006,61.2444,0.0,0.0,0.030621999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,cifar10,13,0.1,128.0,0.125
cloud_only,wifi,0.8801666666666667,125.72787092506148,183.31379856674172,0.9791666666666666,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,29,0.1,128.0,0.125
deadline_greedy,wifi,0.8801666666666667,57.133041989525175,94.72098666617394,0.15316666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,29,0.1,128.0,0.125
oracle_split,wifi,0.8801666666666667,57.133041989525175,94.72098666617394,0.15316666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,29,0.1,128.0,0.125
coda_split_controller,wifi,0.8801666666666667,57.133041989525175,94.72098666617394,0.15316666666666667,2.0,0.008943000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cifar10,29,0.1,128.0,0.125
coda_controller,wifi,0.8801666666666667,61.13918563805833,61.2444,0.003,0.036333333333333336,0.030228164833333328,0.0,0.018166666666666668,0.9818333333333333,0.0,0.0,0.018166666666666668,0.0,0.0,0.9818333333333333,cifar10,29,0.1,128.0,0.125
cloud_only,lte,0.8801666666666667,361.36013011924047,627.0922292200744,1.0,384.0,0.192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cifar10,29,0.1,128.0,0.125
